Assessment Area ,Station ,Transect (NS or EW),25m Buoy,50m Buoy,Position (Meter Mark),Actual position (if altered),Sediment Depth (cm) / Excavation Depth ,Exposed Hardbottom ,Sediment over hardbottom,Sediment Only,"Type of sediments (sand, fines, mix)",Description (layers)
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,41,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,42,,1,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,43,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,44,,0,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,45,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,46,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,47,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,48,,0.75,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,49,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,50,,0.15,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,0,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,1,,0.35,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,2,,0.25,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,3,,0.9,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,4,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,5,,2.5,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,6,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,7,,0.1,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,8,,0.65,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,9,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,10,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,11,,1.75,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,12,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,13,,0.35,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,14,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,15,,0.45,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,16,,0.6,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,17,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,18,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,19,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,20,,0.65,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,21,,0.55,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,22,,0.1,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,23,,0.1,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,24,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,25,,0.65,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,26,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,27,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,28,,0.35,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,29,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,30,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,31,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,32,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,33,,0.1,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,34,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,35,,0.35,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,36,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,37,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,38,,0.55,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,39,,0.8,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,40,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,41,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,42,,0.1,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,43,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,44,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,45,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,46,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,47,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,48,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,49,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,NS,30.1,50.2,50,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,0,,0.35,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,1,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,2,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,3,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,4,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,5,,0.15,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,6,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,7,,0.95,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,8,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,9,,1,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,10,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,11,,0.45,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,12,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,13,,0.45,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,14,,0.1,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,15,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,16,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,17,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,18,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,19,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,20,,0.55,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,21,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,22,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,23,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,24,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,25,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,26,,0.35,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,27,,0.9,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,28,,0.75,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,29,,0.1,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,30,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,31,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,32,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,33,,1.3,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,34,,0.45,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,35,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,36,,0.7,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,37,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,38,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,39,,0.3,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,40,,0.9,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,41,,0.1,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,42,,0.8,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,43,,0.4,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,44,,0.45,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,45,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,46,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,47,,0.5,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,48,,0.2,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,49,,0.55,,,,,
Reef 2_N_RR,R2N-450-RR,EW,24.2,51.3,50,,1.3,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,0,,0.45,,X,,Fine,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,1,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,2,,0.45,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,3,3.2,1,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,4,,0.35,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,5,,0.45,,X,,Fine,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,6,,1.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,7,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,8,,1.95,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,9,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,10,,0.35,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,11,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,12,,0.45,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,13,,0.2,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,14,14.3,0.4,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,15,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,16,,1,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,17,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,18,,0.45,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,19,,1,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,20,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,21,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,22,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,23,,0.45,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,24,,0.4,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,25,,0.2,,X,,Fine,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,26,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,27,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,28,,0.4,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,29,,0.4,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,30,,0.55,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,31,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,32,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,33,,0.4,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,34,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,35,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,36,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,37,,0.35,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,38,,0.45,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,39,39.03,0.45,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,40,40.1,0.4,,X,,Fine,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,41,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,42,42.2,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,43,,0.75,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,44,,0.35,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,45,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,46,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,47,,1.2,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,48,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,49,,0.4,,,,,
Reef 2_N_RR,R2N-550-RR,EW,22.3,52.8,50,50.03,0.3,,X,,Fine,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,0,,0.45,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,1,,0.55,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,2,,0.1,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,3,3.2,0.2,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,4,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,5,,0.3,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,6,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,7,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,8,,0.2,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,9,,0.35,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,10,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,11,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,12,,1.35,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,13,,0.2,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,14,14.3,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,15,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,16,,0.1,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,17,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,18,,0.35,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,19,,0.2,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,20,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,21,,0.2,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,22,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,23,,0.65,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,24,,0.4,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,25,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,26,,0.6,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,27,,0.65,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,28,,0.35,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,29,,1,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,30,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,31,,0.45,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,32,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,33,,0.4,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,34,,0.75,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,35,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,36,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,37,,0.25,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,38,,0.1,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,39,39.03,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,40,40.1,0.55,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,41,,1.5,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,42,42.2,0.25,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,43,,0.3,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,44,,1.2,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,45,,0.45,,X,,Mixed,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,46,,0.6,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,47,,0.5,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,48,,0.25,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,49,,1.1,,,,,
Reef 2_N_RR,R2N-550-RR,NS,27.15,52,50,50.03,1,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,0,,0.3,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,1,,0.45,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,2,,0.25,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,3,,0.2,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,4,,0.6,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,5,,0.8,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,6,,0.2,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,7,,0.2,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,8,,0.3,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,9,,0.3,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,10,,1.75,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,11,,0.5,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,12,,0.15,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,13,,0.35,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,14,,0.4,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,15,,0.25,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,16,,0.2,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,17,,0.2,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,18,,0.5,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,19,,0.3,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,20,,0.3,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,21,,1.65,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,22,,0.3,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,23,,0.9,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,24,,0.65,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,25,,0.55,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,26,,0.4,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,27,,0.3,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,28,,0.1,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,29,,0.2,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,30,,0.7,,X,,Fine,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,31,,0.7,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,32,,0.4,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,33,,0.45,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,34,,0.2,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,35,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,36,,0.2,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,37,,1.05,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,38,,0.4,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,39,,0.35,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,40,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,41,,0.1,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,42,,0.25,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,43,,0.9,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,44,,0.8,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,45,,0.3,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,46,,0.3,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,47,,0.45,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,48,,0.25,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,49,,0.1,,,,,
Reef 2_N_RR,R2N-650-RR,NS,22.2,48.1,50,,0.35,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,0,,1.5,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,1,,0.5,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,2,,0.35,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,3,,0.35,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,4,,0.45,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,5,,0.35,,X,,Fine,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,6,,0.35,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,7,,0.5,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,8,,0.5,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,9,,0.35,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,10,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,11,,1.0,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,12,,1.4,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,13,,0.85,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,14,,0.6,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,15,,0.75,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,16,,0.4,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,17,17.35,0.35,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,18,,1.3,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,19,,1.00,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,20,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,21,,0.3,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,22,,1.00,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,23,,0.8,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,24,,1.4,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,25,,0.3,,X,,Fine,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,26,,1.5,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,27,,0.8,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,28,,0.5,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,29,,0.45,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,30,,0.4,,X,,Fine,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,31,,0.5,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,32,,1.5,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,33,,1.00,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,34,,0.35,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,35,,0.4,,X,,Fine,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,36,,1.00,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,37,,0.65,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,38,,0.3,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,39,,0.4,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,40,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,41,,0.9,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,42,,0.35,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,43,,2.1,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,44,44.16,0.8,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,45,,1.3,,X,,Mixed,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,46,,0.8,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,47,,0.9,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,48,,0.2,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,49,,0.5,,,,,
Reef 2_N_RR,R2N-650-RR,EW,24.9,45.9,50,,1.00,,X,,Fine,
